GEOID,Rank
06085507906,3.07
06085511704,3.78
06037800506,3.95
06037262601,2.97
06085507500,3.29
06081605600,3.42
06081606800,2.59
06081613200,4.15
06041120000,4.53
06037670405,3.78
06059062620,2.93
06059062635,3.63
06085502903,2.85
06081613400,2.51
06041132200,2.99
06013355302,2.49
06013390100,3.74
06075020300,3.35
06075020600,3.39
06041128200,3.41
06075017000,2.94
06001443200,2.91
06037670500,3.9
06085502603,4.32
06001400200,4.03
06059062631,3.05
06075021400,3.14
06075030600,2.77
06001400100,4.15
06013352201,2.75
06041109002,3.12
06085507002,3.09
06001408000,2.41
06013345116,3.02
06041110200,2.35
06013343002,3.44
06013321102,2.38
06041117000,3.27
06059075606,3.8
06037670411,4.94
06013391000,3.21
06041132100,2.76
06001423800,3.7
06013348000,4.27
06085511913,2.8
06085511705,6.51
06001404700,3.2
06001404600,2.96
06085511701,5.02
06085509901,3.59
06085503331,1.61
06059042336,3.17
06075021800,3.85
06075021200,2.6
06001404501,3.66
06001404400,2.7
06085507702,3.84
06085507600,3.33
06013345203,3.88
06037670201,4.83
06085511907,2.81
06075012901,5.43
06037800330,4.77
06081606900,3.01
06081609300,4.39
06037800408,4
06037620301,5.57
06001421500,2.03
06041114200,2.45
06085508403,3.39
06081612800,3.6
06037620303,5.78
06041103100,1.38
06059042317,2.78
06085510002,3.66
06085506900,4.26
06013355117,1.7
06059032059,2.39
06081608900,1.87
06037262706,5.72
06059021830,3.6
06075021100,3.09
06085510500,3.8
06085508303,3.05
06001421300,3.84
06013353001,3.84
06059032031,3.34
06075030800,3.69
06075020401,2.53
06059032058,2.35
06037920032,3.17
06037620901,4.44
06041116000,2.57
06013343003,3.17
06085507808,3.84
06013355116,1.84
06041107000,2.67
06085510300,3.91
06013355114,2.16
06085507301,3.41
06037920016,3.32
06037670406,2.7
06081611500,4.46
06037262604,5.67
06059062633,3.37
06059032042,4.1
06013352202,2.04
06085510100,4.1
06085507206,3.3
06001404300,3.65
06001420600,4.75
06055201102,4.9
06081605800,4.08
06081605700,3.4
06085507203,4.83
06001451102,2.78
06037800326,4.4
06013345114,3.22
06085507903,2.59
06037670702,3.85
06001436402,1.9
06001421200,2.6
06075060100,6.43
06081609400,2.91
06081609602,1.53
06013355113,1.76
06085510900,4.34
06075013000,5.02
06001421100,2.12
06075020500,2.93
06041128100,3.43
06059042332,2.65
06081611100,2.05
06013326000,2.23
06085510400,4.25
06013345112,1.83
06013346102,3.37
06037620904,3.45
06085503332,1.79
06059062642,4.36
06081609800,2.36
06085511910,2.15
06041113000,1.52
06041115000,3.14
06041124100,3
06041102100,2
06013347000,2.28
06075021600,2.23
06013346204,1.98
06013345103,1.62
06059032045,2.24
06001426100,3.73
06081609603,1.97
06013346101,2.79
06013345204,3.23
06081608800,1.97
06037262802,4.84
06041119100,2.78
06081609900,2.65
06037262400,4
06013392000,2.26
06081609500,2.15
06001430102,2.48
06013352101,2.41
06013345113,2.4
06013351101,1.28
06013346201,3.64
06041127000,2.49
06059032046,2.44
06013352102,2.1
06075021300,2.54
06013353002,3.5
06085511707,4.41
06001421600,3.27
06081609700,2.1
06085507302,2.69
06013351200,2.9
06081609601,1.21
06041126100,3.08
06001422600,4.32
06001981900,5.99
06001982000,6.11
06037115103,6.13
06037265301,5.38
06037320000,7.93
06037401901,6.74
06037402404,8.48
06037403200,8.42
06037504102,8.31
06037532400,8.39
06037550000,7.58
06037551600,5.54
06037574601,4.42
06037574700,5.62
06037575500,8.37
06037599100,4.6
06037901003,3.49
06037910811,4.34
06037910812,2.81
06037920011,3.04
06037920200,4.8
06037930101,3.9
06037930200,6.18
06037930301,4.63
06037980001,8.08
06037980002,9.06
06037980003,3.16
06037980004,5.26
06037980005,7.83
06037980006,7.16
06037980007,7.88
06037980008,6.93
06037980009,7.99
06037980013,8.53
06037980014,8.77
06037980018,7.04
06037980019,4.58
06037980020,5.51
06037980021,5.31
06037980022,7.47
06037980023,2.97
06037980024,7.5
06037980025,8.15
06037980026,4.02
06037980028,8.25
06037980030,8.23
06037980031,8.49
06037980033,8.54
06041122000,3.41
06055200900,6.07
06055201403,3.68
06059021813,7.82
06059980000,7.05
06075980200,4.14
06075980300,4.75
06075980900,6.82
06081984300,6.87
06085504417,1.73
06085511608,4.23
06095253000,3.65
06095980000,3.29
